Date,SD ,RHU ,AT,DGSR 
2016/6/30,140,25,282,3793
2016/7/1,139,21,304,3688
2016/7/2,138,32,306,3356
2016/7/3,138,31,315,3482
2016/7/4,31,38,284,1466
2016/7/5,108,33,306,2751
2016/7/6,138,37,306,3539
2016/7/7,121,34,314,2943
2016/7/8,0,81,209,298
2016/7/9,128,73,235,3254
2016/7/10,122,61,251,2584
2016/7/11,129,46,267,3528
2016/7/12,124,41,268,3366
2016/7/13,139,40,276,3586
2016/7/14,139,37,286,3662
2016/7/15,137,31,311,3615
2016/7/16,86,32,299,2417
2016/7/17,136,41,290,3586
2016/7/18,138,37,293,3572
2016/7/19,59,41,284,1437
2016/7/20,0,52,252,818
2016/7/21,95,58,251,3021
2016/7/22,138,49,269,3500
2016/7/23,138,30,305,3325
2016/7/24,85,42,268,1824
2016/7/25,137,46,254,3494
2016/7/26,136,40,276,3488
2016/7/27,135,35,300,3433
2016/7/28,135,28,331,3338
2016/7/29,93,32,331,2750
2016/7/30,122,31,343,2714
2016/7/31,119,29,342,2727
2016/8/1,126,28,338,2922
2016/8/2,119,30,329,3016
2016/8/3,111,39,278,2689
2016/8/4,112,47,287,2611
2016/8/5,116,44,309,2699
2016/8/6,82,36,332,2353
2016/8/7,121,48,301,2530
2016/8/8,94,47,291,2117
2016/8/9,84,67,226,1891
2016/8/10,128,57,240,3338
2016/8/11,130,47,251,2720
2016/8/12,124,43,263,2895
2016/8/13,95,44,266,2132
2016/8/14,79,42,279,2237
2016/8/15,70,45,275,2005
2016/8/16,14,36,291,1092
2016/8/17,46,51,247,1167
2016/8/18,125,50,249,3058
2016/8/19,128,44,264,3015
2016/8/20,119,47,265,2976
2016/8/21,39,38,267,1714
2016/8/22,82,46,267,2406
2016/8/23,34,43,264,1474
2016/8/24,0,48,233,1006
2016/8/25,117,45,248,2942
2016/8/26,115,46,242,2882
2016/8/27,76,41,261,2148
2016/8/28,0,45,243,1056
2016/8/29,118,48,243,2851
2016/8/30,120,43,238,2834
2016/8/31,96,40,249,2189
2016/9/1,49,38,251,1247
2016/9/2,116,52,205,2863
2016/9/3,122,36,206,2830
2016/9/4,81,32,220,2142
2016/9/5,107,36,217,2647
2016/9/6,121,36,231,2567
2016/9/7,97,36,238,2422
2016/9/8,68,44,219,1707
2016/9/9,119,46,219,2531
2016/9/10,113,34,234,2215
2016/9/11,92,43,235,1914
2016/9/12,117,43,228,2517
2016/9/13,117,32,234,2538
2016/9/14,114,25,264,2029
2016/9/15,107,42,231,2009
2016/9/16,117,52,205,2421
2016/9/17,116,46,207,2231
2016/9/18,106,41,210,1899
2016/9/19,116,44,226,2211
2016/9/20,114,40,227,2218
2016/9/21,112,45,218,2032
2016/9/22,96,44,211,1781
2016/9/23,112,32,218,2236
2016/9/24,71,47,184,1385
2016/9/25,58,68,159,1325
2016/9/26,111,67,150,2143
2016/9/27,103,59,166,1943
2016/9/28,112,57,168,1899
2016/9/29,106,53,155,1960
2016/9/30,109,54,164,2019
2016/10/1,107,51,175,1893
2016/10/2,81,43,178,1653
2016/10/3,6,61,126,176
2016/10/4,93,70,99,1861
2016/10/5,95,65,90,1657
2016/10/6,102,68,91,1829
2016/10/7,103,66,67,1965
2016/10/8,93,60,77,1745
2016/10/9,90,59,86,1754
2016/10/10,90,60,100,1718
2016/10/11,83,62,114,1484
2016/10/12,90,58,117,1702
2016/10/13,98,50,129,1726
2016/10/14,93,46,133,1664
2016/10/15,57,47,113,1352
2016/10/16,96,47,120,1586
2016/10/17,93,55,107,1600
2016/10/18,79,49,116,1504
2016/10/19,75,49,111,1245
2016/10/20,80,40,97,1516
2016/10/21,87,44,71,1575
2016/10/22,82,45,72,1453
2016/10/23,47,47,86,1047
2016/10/24,78,57,69,1407
2016/10/25,72,45,57,1237
2016/10/26,81,40,46,1348
2016/10/27,78,43,20,1486
2016/10/28,78,43,-3,1286
2016/10/29,50,43,43,873
2016/10/30,81,51,11,1372
2016/10/31,71,42,26,1209
2016/11/1,81,41,26,1313
2016/11/2,78,44,37,1236
2016/11/3,77,49,44,1194
2016/11/4,77,43,60,1173
2016/11/5,17,44,71,607
2016/11/6,56,63,36,968
2016/11/7,79,59,13,1297
2016/11/8,77,57,2,1225
2016/11/9,58,48,21,932
2016/11/10,79,50,12,1220
2016/11/11,64,47,43,962
2016/11/12,77,48,27,1084
2016/11/13,51,55,25,794
2016/11/14,64,61,15,944
2016/11/15,71,54,22,1069
2016/11/16,77,53,33,991
2016/11/17,60,48,30,975
2016/11/18,17,63,13,493
2016/11/19,73,52,-38,966
2016/11/20,70,46,-47,941
2016/11/21,71,31,-29,962
2016/11/22,71,46,-73,895
2016/11/23,33,61,-71,789
2016/11/24,63,56,-41,928
2016/11/25,72,44,-33,905
2016/11/26,76,52,-44,941
2016/11/27,64,57,-49,788
2016/11/28,39,58,-40,604
2016/11/29,80,63,-53,919
2016/11/30,79,64,-61,917
2016/12/1,78,66,-61,874
2016/12/2,68,69,-55,836
2016/12/3,57,68,-53,744
2016/12/4,62,61,-38,706
2016/12/5,67,63,-39,804
2016/12/6,65,59,-35,696
2016/12/7,77,57,-21,740
2016/12/8,46,62,-33,641
2016/12/9,76,59,-7,792
2016/12/10,48,61,-22,611
2016/12/11,44,62,-27,635
2016/12/12,70,60,-11,733
2016/12/13,76,70,-37,815
2016/12/14,69,68,-36,740
2016/12/15,76,64,-19,792
2016/12/16,76,68,-38,733.4727
2016/12/17,72,73,-50,703.8
2016/12/18,68,70,-50,698.8727
2016/12/19,66,65,-34,696.2545
2016/12/20,41,66,-27,663
2016/12/21,74,67,-47,754
2016/12/22,70,65,-50,702
2016/12/23,66,60,-45,689
2016/12/24,0,75,-66,311
2016/12/25,0,87,-54,585
2016/12/26,76,75,-70,823
2016/12/27,19,79,-108,618
2016/12/28,70,81,-112,728
2016/12/29,69,78,-100,803
2016/12/30,67,80,-111,807
2016/12/31,56,79,-71,759
